abnormal pos: x = 0, y = 0, cpnt = 0, average =  85.00
abnormal pos: x = 546, y = 361, cpnt = 1, average =  31.10
abnormal pos: x = 127, y = 362, cpnt = 0, average =  30.60
abnormal pos: x = 138, y = 362, cpnt = 0, average =  30.20
abnormal pos: x = 224, y = 362, cpnt = 1, average =  30.50
abnormal pos: x = 225, y = 362, cpnt = 1, average =  31.40
abnormal pos: x = 226, y = 362, cpnt = 1, average =  30.60
abnormal pos: x = 246, y = 362, cpnt = 0, average =  30.80
abnormal pos: x = 246, y = 362, cpnt = 2, average =  30.50
abnormal pos: x = 247, y = 362, cpnt = 0, average =  35.30
abnormal pos: x = 247, y = 362, cpnt = 1, average =  33.50
abnormal pos: x = 247, y = 362, cpnt = 2, average =  33.30
abnormal pos: x = 248, y = 362, cpnt = 0, average =  34.30
abnormal pos: x = 248, y = 362, cpnt = 1, average =  30.90
abnormal pos: x = 249, y = 362, cpnt = 0, average =  33.00
abnormal pos: x = 249, y = 362, cpnt = 1, average =  30.20
abnormal pos: x = 250, y = 362, cpnt = 0, average =  33.80
abnormal pos: x = 250, y = 362, cpnt = 1, average =  36.50
abnormal pos: x = 250, y = 362, cpnt = 2, average =  31.70
abnormal pos: x = 252, y = 362, cpnt = 0, average =  31.00
abnormal pos: x = 252, y = 362, cpnt = 1, average =  33.60
abnormal pos: x = 253, y = 362, cpnt = 0, average =  32.10
abnormal pos: x = 253, y = 362, cpnt = 1, average =  34.10
abnormal pos: x = 254, y = 362, cpnt = 0, average =  30.70
abnormal pos: x = 254, y = 362, cpnt = 1, average =  33.10
abnormal pos: x = 255, y = 362, cpnt = 1, average =  31.10
abnormal pos: x = 267, y = 362, cpnt = 2, average =  33.30
abnormal pos: x = 268, y = 362, cpnt = 2, average =  32.20
abnormal pos: x = 269, y = 362, cpnt = 0, average =  31.20
abnormal pos: x = 269, y = 362, cpnt = 2, average =  35.90
abnormal pos: x = 270, y = 362, cpnt = 0, average =  31.80
abnormal pos: x = 270, y = 362, cpnt = 2, average =  37.60
abnormal pos: x = 271, y = 362, cpnt = 0, average =  31.50
abnormal pos: x = 271, y = 362, cpnt = 2, average =  35.40
abnormal pos: x = 272, y = 362, cpnt = 0, average =  30.90
abnormal pos: x = 272, y = 362, cpnt = 1, average =  30.50
abnormal pos: x = 272, y = 362, cpnt = 2, average =  34.60
abnormal pos: x = 273, y = 362, cpnt = 0, average =  34.30
abnormal pos: x = 273, y = 362, cpnt = 1, average =  31.70
abnormal pos: x = 273, y = 362, cpnt = 2, average =  39.00
abnormal pos: x = 274, y = 362, cpnt = 0, average =  30.80
abnormal pos: x = 274, y = 362, cpnt = 2, average =  35.90
abnormal pos: x = 275, y = 362, cpnt = 2, average =  30.10
abnormal pos: x = 284, y = 362, cpnt = 2, average =  30.30
abnormal pos: x = 317, y = 362, cpnt = 1, average =  30.20
abnormal pos: x = 319, y = 362, cpnt = 1, average =  31.50
abnormal pos: x = 320, y = 362, cpnt = 1, average =  32.30
abnormal pos: x = 323, y = 362, cpnt = 0, average =  30.40
abnormal pos: x = 325, y = 362, cpnt = 0, average =  30.40
abnormal pos: x = 344, y = 362, cpnt = 1, average =  31.20
abnormal pos: x = 346, y = 362, cpnt = 1, average =  30.60
abnormal pos: x = 347, y = 362, cpnt = 1, average =  30.20
abnormal pos: x = 350, y = 362, cpnt = 1, average =  30.50
abnormal pos: x = 417, y = 362, cpnt = 1, average =  30.20
abnormal pos: x = 456, y = 362, cpnt = 1, average =  30.80
abnormal pos: x = 468, y = 362, cpnt = 1, average =  30.30
abnormal pos: x = 526, y = 362, cpnt = 0, average =  31.10
abnormal pos: x = 527, y = 362, cpnt = 0, average =  34.10
abnormal pos: x = 528, y = 362, cpnt = 0, average =  38.40
abnormal pos: x = 529, y = 362, cpnt = 0, average =  38.60
abnormal pos: x = 530, y = 362, cpnt = 0, average =  34.80
abnormal pos: x = 531, y = 362, cpnt = 0, average =  31.70
abnormal pos: x = 533, y = 362, cpnt = 0, average =  31.60
abnormal pos: x = 534, y = 362, cpnt = 0, average =  31.60
abnormal pos: x = 1, y = 363, cpnt = 1, average =  31.50
abnormal pos: x = 4, y = 363, cpnt = 0, average =  31.00
abnormal pos: x = 4, y = 363, cpnt = 1, average =  32.20
abnormal pos: x = 5, y = 363, cpnt = 0, average =  34.00
abnormal pos: x = 5, y = 363, cpnt = 1, average =  31.67
abnormal pos: x = 6, y = 363, cpnt = 0, average =  38.71
abnormal pos: x = 6, y = 363, cpnt = 1, average =  39.71
abnormal pos: x = 6, y = 363, cpnt = 2, average =  35.71
abnormal pos: x = 7, y = 363, cpnt = 0, average =  39.50
abnormal pos: x = 7, y = 363, cpnt = 1, average =  38.00
abnormal pos: x = 7, y = 363, cpnt = 2, average =  35.75
abnormal pos: x = 8, y = 363, cpnt = 0, average =  35.44
abnormal pos: x = 8, y = 363, cpnt = 1, average =  35.11
abnormal pos: x = 8, y = 363, cpnt = 2, average =  34.11
abnormal pos: x = 9, y = 363, cpnt = 0, average =  31.60
abnormal pos: x = 9, y = 363, cpnt = 2, average =  31.90
abnormal pos: x = 11, y = 363, cpnt = 0, average =  32.70
abnormal pos: x = 11, y = 363, cpnt = 1, average =  31.00
abnormal pos: x = 11, y = 363, cpnt = 2, average =  32.30
abnormal pos: x = 12, y = 363, cpnt = 0, average =  30.60
abnormal pos: x = 30, y = 363, cpnt = 2, average =  30.60
abnormal pos: x = 49, y = 363, cpnt = 0, average =  30.50
abnormal pos: x = 50, y = 363, cpnt = 0, average =  33.60
abnormal pos: x = 50, y = 363, cpnt = 1, average =  30.90
abnormal pos: x = 50, y = 363, cpnt = 2, average =  31.80
abnormal pos: x = 51, y = 363, cpnt = 0, average =  32.80
abnormal pos: x = 51, y = 363, cpnt = 1, average =  30.90
abnormal pos: x = 51, y = 363, cpnt = 2, average =  32.10
abnormal pos: x = 52, y = 363, cpnt = 0, average =  33.10
abnormal pos: x = 52, y = 363, cpnt = 1, average =  32.60
abnormal pos: x = 52, y = 363, cpnt = 2, average =  34.70
abnormal pos: x = 53, y = 363, cpnt = 0, average =  32.00
abnormal pos: x = 53, y = 363, cpnt = 1, average =  31.20
abnormal pos: x = 53, y = 363, cpnt = 2, average =  32.40
abnormal pos: x = 54, y = 363, cpnt = 0, average =  33.40
abnormal pos: x = 54, y = 363, cpnt = 1, average =  31.20
abnormal pos: x = 54, y = 363, cpnt = 2, average =  31.90
abnormal pos: x = 55, y = 363, cpnt = 0, average =  31.10
abnormal pos: x = 55, y = 363, cpnt = 2, average =  30.80
abnormal pos: x = 56, y = 363, cpnt = 0, average =  35.10
abnormal pos: x = 56, y = 363, cpnt = 1, average =  30.80
abnormal pos: x = 56, y = 363, cpnt = 2, average =  32.00
abnormal pos: x = 74, y = 363, cpnt = 0, average =  30.70
abnormal pos: x = 75, y = 363, cpnt = 0, average =  34.70
abnormal pos: x = 76, y = 363, cpnt = 0, average =  33.10
abnormal pos: x = 92, y = 363, cpnt = 2, average =  32.70
abnormal pos: x = 94, y = 363, cpnt = 2, average =  30.60
abnormal pos: x = 259, y = 363, cpnt = 1, average =  30.60
abnormal pos: x = 263, y = 363, cpnt = 1, average =  31.30
abnormal pos: x = 312, y = 363, cpnt = 1, average =  30.50
abnormal pos: x = 315, y = 363, cpnt = 1, average =  32.80
abnormal pos: x = 315, y = 363, cpnt = 2, average =  30.30
abnormal pos: x = 316, y = 363, cpnt = 1, average =  32.20
abnormal pos: x = 316, y = 363, cpnt = 2, average =  30.70
abnormal pos: x = 317, y = 363, cpnt = 1, average =  32.30
abnormal pos: x = 317, y = 363, cpnt = 2, average =  30.70
abnormal pos: x = 369, y = 363, cpnt = 2, average =  30.80
abnormal pos: x = 386, y = 363, cpnt = 1, average =  31.60
abnormal pos: x = 386, y = 363, cpnt = 2, average =  32.40
abnormal pos: x = 388, y = 363, cpnt = 0, average =  32.50
abnormal pos: x = 388, y = 363, cpnt = 1, average =  32.80
abnormal pos: x = 388, y = 363, cpnt = 2, average =  33.80
abnormal pos: x = 389, y = 363, cpnt = 0, average =  33.00
abnormal pos: x = 389, y = 363, cpnt = 1, average =  31.70
abnormal pos: x = 389, y = 363, cpnt = 2, average =  31.60
abnormal pos: x = 390, y = 363, cpnt = 0, average =  33.90
abnormal pos: x = 390, y = 363, cpnt = 1, average =  32.90
abnormal pos: x = 390, y = 363, cpnt = 2, average =  33.10
abnormal pos: x = 391, y = 363, cpnt = 0, average =  38.70
abnormal pos: x = 391, y = 363, cpnt = 1, average =  34.90
abnormal pos: x = 391, y = 363, cpnt = 2, average =  35.50
abnormal pos: x = 468, y = 363, cpnt = 0, average =  30.70
abnormal pos: x = 468, y = 363, cpnt = 1, average =  30.30
abnormal pos: x = 468, y = 363, cpnt = 2, average =  30.30
abnormal pos: x = 549, y = 363, cpnt = 0, average =  30.40
abnormal pos: x = 565, y = 363, cpnt = 1, average =  32.90
abnormal pos: x = 0, y = 364, cpnt = 0, average =  60.00
abnormal pos: x = 0, y = 364, cpnt = 1, average =  53.00
abnormal pos: x = 0, y = 364, cpnt = 2, average =  72.00
abnormal pos: x = 1, y = 364, cpnt = 0, average =  31.50
abnormal pos: x = 1, y = 364, cpnt = 1, average =  31.00
abnormal pos: x = 1, y = 364, cpnt = 2, average =  38.00
abnormal pos: x = 2, y = 364, cpnt = 0, average =  34.33
abnormal pos: x = 2, y = 364, cpnt = 1, average =  34.00
abnormal pos: x = 2, y = 364, cpnt = 2, average =  38.67
abnormal pos: x = 3, y = 364, cpnt = 0, average =  44.00
abnormal pos: x = 3, y = 364, cpnt = 1, average =  43.75
abnormal pos: x = 3, y = 364, cpnt = 2, average =  47.25
abnormal pos: x = 4, y = 364, cpnt = 0, average =  40.20
abnormal pos: x = 4, y = 364, cpnt = 1, average =  39.60
abnormal pos: x = 4, y = 364, cpnt = 2, average =  43.80
abnormal pos: x = 5, y = 364, cpnt = 0, average =  38.83
abnormal pos: x = 5, y = 364, cpnt = 1, average =  38.00
abnormal pos: x = 5, y = 364, cpnt = 2, average =  40.83
abnormal pos: x = 6, y = 364, cpnt = 0, average =  33.86
abnormal pos: x = 6, y = 364, cpnt = 1, average =  33.86
abnormal pos: x = 6, y = 364, cpnt = 2, average =  36.00
abnormal pos: x = 7, y = 364, cpnt = 0, average =  36.62
abnormal pos: x = 7, y = 364, cpnt = 1, average =  35.00
abnormal pos: x = 7, y = 364, cpnt = 2, average =  38.62
abnormal pos: x = 8, y = 364, cpnt = 0, average =  37.67
abnormal pos: x = 8, y = 364, cpnt = 1, average =  35.00
abnormal pos: x = 8, y = 364, cpnt = 2, average =  37.11
abnormal pos: x = 9, y = 364, cpnt = 0, average =  30.70
abnormal pos: x = 10, y = 364, cpnt = 0, average =  32.20
abnormal pos: x = 31, y = 364, cpnt = 0, average =  30.70
abnormal pos: x = 31, y = 364, cpnt = 1, average =  32.80
abnormal pos: x = 33, y = 364, cpnt = 0, average =  30.50
abnormal pos: x = 33, y = 364, cpnt = 1, average =  30.20
abnormal pos: x = 38, y = 364, cpnt = 2, average =  30.10
abnormal pos: x = 57, y = 364, cpnt = 0, average =  30.80
abnormal pos: x = 57, y = 364, cpnt = 1, average =  30.60
abnormal pos: x = 58, y = 364, cpnt = 0, average =  32.40
abnormal pos: x = 58, y = 364, cpnt = 1, average =  32.20
abnormal pos: x = 58, y = 364, cpnt = 2, average =  33.40
abnormal pos: x = 59, y = 364, cpnt = 0, average =  30.20
abnormal pos: x = 59, y = 364, cpnt = 1, average =  30.60
abnormal pos: x = 59, y = 364, cpnt = 2, average =  32.80
abnormal pos: x = 60, y = 364, cpnt = 1, average =  31.30
abnormal pos: x = 60, y = 364, cpnt = 2, average =  32.40
abnormal pos: x = 61, y = 364, cpnt = 0, average =  30.80
abnormal pos: x = 61, y = 364, cpnt = 1, average =  31.60
abnormal pos: x = 61, y = 364, cpnt = 2, average =  32.40
abnormal pos: x = 62, y = 364, cpnt = 0, average =  30.60
abnormal pos: x = 62, y = 364, cpnt = 2, average =  31.20
abnormal pos: x = 63, y = 364, cpnt = 0, average =  31.30
abnormal pos: x = 99, y = 364, cpnt = 1, average =  32.70
abnormal pos: x = 100, y = 364, cpnt = 1, average =  33.60
abnormal pos: x = 101, y = 364, cpnt = 1, average =  30.50
abnormal pos: x = 233, y = 364, cpnt = 0, average =  34.90
abnormal pos: x = 233, y = 364, cpnt = 1, average =  32.60
abnormal pos: x = 234, y = 364, cpnt = 0, average =  30.70
abnormal pos: x = 235, y = 364, cpnt = 0, average =  33.00
abnormal pos: x = 235, y = 364, cpnt = 1, average =  31.30
abnormal pos: x = 235, y = 364, cpnt = 2, average =  30.70
abnormal pos: x = 236, y = 364, cpnt = 0, average =  33.20
abnormal pos: x = 236, y = 364, cpnt = 1, average =  32.50
abnormal pos: x = 236, y = 364, cpnt = 2, average =  31.70
abnormal pos: x = 237, y = 364, cpnt = 0, average =  32.00
abnormal pos: x = 237, y = 364, cpnt = 1, average =  31.20
abnormal pos: x = 237, y = 364, cpnt = 2, average =  32.30
abnormal pos: x = 374, y = 364, cpnt = 0, average =  30.20
abnormal pos: x = 378, y = 364, cpnt = 0, average =  33.70
abnormal pos: x = 379, y = 364, cpnt = 0, average =  34.90
abnormal pos: x = 380, y = 364, cpnt = 0, average =  34.60
abnormal pos: x = 381, y = 364, cpnt = 0, average =  33.10
abnormal pos: x = 381, y = 364, cpnt = 1, average =  31.20
abnormal pos: x = 382, y = 364, cpnt = 0, average =  34.90
abnormal pos: x = 382, y = 364, cpnt = 1, average =  34.90
abnormal pos: x = 383, y = 364, cpnt = 0, average =  34.40
abnormal pos: x = 383, y = 364, cpnt = 1, average =  33.70
abnormal pos: x = 384, y = 364, cpnt = 0, average =  34.70
abnormal pos: x = 384, y = 364, cpnt = 1, average =  30.80
abnormal pos: x = 385, y = 364, cpnt = 0, average =  32.60
abnormal pos: x = 386, y = 364, cpnt = 0, average =  31.70
abnormal pos: x = 424, y = 364, cpnt = 0, average =  31.40
abnormal pos: x = 546, y = 364, cpnt = 0, average =  31.80
abnormal pos: x = 547, y = 364, cpnt = 0, average =  30.50
abnormal pos: x = 562, y = 364, cpnt = 2, average =  30.30
abnormal pos: x = 564, y = 364, cpnt = 1, average =  30.30
abnormal pos: x = 217, y = 365, cpnt = 2, average =  32.50
abnormal pos: x = 218, y = 365, cpnt = 2, average =  32.30
abnormal pos: x = 247, y = 365, cpnt = 2, average =  30.80
abnormal pos: x = 248, y = 365, cpnt = 2, average =  30.30
abnormal pos: x = 302, y = 365, cpnt = 0, average =  30.20
abnormal pos: x = 476, y = 365, cpnt = 1, average =  36.30
abnormal pos: x = 476, y = 365, cpnt = 2, average =  35.60
abnormal pos: x = 477, y = 365, cpnt = 1, average =  34.60
abnormal pos: x = 478, y = 365, cpnt = 1, average =  37.20
abnormal pos: x = 478, y = 365, cpnt = 2, average =  33.90
abnormal pos: x = 479, y = 365, cpnt = 1, average =  31.40
abnormal pos: x = 539, y = 365, cpnt = 1, average =  30.40
abnormal pos: x = 540, y = 365, cpnt = 1, average =  31.80
abnormal pos: x = 542, y = 365, cpnt = 1, average =  33.20
abnormal pos: x = 543, y = 365, cpnt = 1, average =  34.40
abnormal pos: x = 544, y = 365, cpnt = 1, average =  36.10
abnormal pos: x = 545, y = 365, cpnt = 1, average =  33.40
abnormal pos: x = 546, y = 365, cpnt = 1, average =  32.30
abnormal pos: x = 554, y = 365, cpnt = 0, average =  30.80
abnormal pos: x = 555, y = 365, cpnt = 0, average =  35.30
abnormal pos: x = 555, y = 365, cpnt = 1, average =  31.20
abnormal pos: x = 556, y = 365, cpnt = 0, average =  33.60
abnormal pos: x = 556, y = 365, cpnt = 1, average =  30.10
abnormal pos: x = 557, y = 365, cpnt = 0, average =  33.80
abnormal pos: x = 557, y = 365, cpnt = 1, average =  30.40
abnormal pos: x = 558, y = 365, cpnt = 0, average =  33.20
abnormal pos: x = 558, y = 365, cpnt = 1, average =  32.10
abnormal pos: x = 559, y = 365, cpnt = 0, average =  35.00
abnormal pos: x = 559, y = 365, cpnt = 1, average =  34.40
abnormal pos: x = 560, y = 365, cpnt = 0, average =  31.60
abnormal pos: x = 93, y = 366, cpnt = 0, average =  31.50
abnormal pos: x = 93, y = 366, cpnt = 1, average =  34.40
abnormal pos: x = 93, y = 366, cpnt = 2, average =  31.60
abnormal pos: x = 94, y = 366, cpnt = 0, average =  31.30
abnormal pos: x = 94, y = 366, cpnt = 1, average =  34.60
abnormal pos: x = 94, y = 366, cpnt = 2, average =  32.90
abnormal pos: x = 95, y = 366, cpnt = 1, average =  30.50
abnormal pos: x = 96, y = 366, cpnt = 0, average =  31.30
abnormal pos: x = 96, y = 366, cpnt = 1, average =  31.50
abnormal pos: x = 96, y = 366, cpnt = 2, average =  30.30
abnormal pos: x = 97, y = 366, cpnt = 0, average =  32.90
abnormal pos: x = 97, y = 366, cpnt = 1, average =  31.90
abnormal pos: x = 97, y = 366, cpnt = 2, average =  31.30
abnormal pos: x = 98, y = 366, cpnt = 0, average =  31.80
abnormal pos: x = 98, y = 366, cpnt = 1, average =  31.50
abnormal pos: x = 99, y = 366, cpnt = 0, average =  30.80
abnormal pos: x = 99, y = 366, cpnt = 1, average =  31.60
abnormal pos: x = 100, y = 366, cpnt = 0, average =  31.10
abnormal pos: x = 100, y = 366, cpnt = 1, average =  32.90
abnormal pos: x = 101, y = 366, cpnt = 0, average =  31.20
abnormal pos: x = 101, y = 366, cpnt = 1, average =  33.80
abnormal pos: x = 133, y = 366, cpnt = 0, average =  30.20
abnormal pos: x = 133, y = 366, cpnt = 1, average =  31.50
abnormal pos: x = 133, y = 366, cpnt = 2, average =  32.30
abnormal pos: x = 134, y = 366, cpnt = 1, average =  31.90
abnormal pos: x = 146, y = 366, cpnt = 1, average =  30.90
abnormal pos: x = 148, y = 366, cpnt = 1, average =  35.70
abnormal pos: x = 148, y = 366, cpnt = 2, average =  30.30
abnormal pos: x = 149, y = 366, cpnt = 1, average =  32.80
abnormal pos: x = 150, y = 366, cpnt = 0, average =  31.20
abnormal pos: x = 150, y = 366, cpnt = 1, average =  38.10
abnormal pos: x = 150, y = 366, cpnt = 2, average =  35.80
abnormal pos: x = 151, y = 366, cpnt = 1, average =  39.00
abnormal pos: x = 151, y = 366, cpnt = 2, average =  37.70
abnormal pos: x = 152, y = 366, cpnt = 1, average =  35.10
abnormal pos: x = 152, y = 366, cpnt = 2, average =  35.20
abnormal pos: x = 153, y = 366, cpnt = 1, average =  33.20
abnormal pos: x = 153, y = 366, cpnt = 2, average =  34.40
abnormal pos: x = 154, y = 366, cpnt = 2, average =  32.70
abnormal pos: x = 241, y = 366, cpnt = 1, average =  30.60
abnormal pos: x = 242, y = 366, cpnt = 1, average =  30.80
abnormal pos: x = 253, y = 366, cpnt = 0, average =  30.30
abnormal pos: x = 264, y = 366, cpnt = 2, average =  31.00
abnormal pos: x = 265, y = 366, cpnt = 2, average =  31.30
abnormal pos: x = 266, y = 366, cpnt = 2, average =  34.20
abnormal pos: x = 267, y = 366, cpnt = 2, average =  33.30
abnormal pos: x = 269, y = 366, cpnt = 0, average =  31.30
abnormal pos: x = 269, y = 366, cpnt = 1, average =  31.70
abnormal pos: x = 269, y = 366, cpnt = 2, average =  39.10
abnormal pos: x = 270, y = 366, cpnt = 1, average =  31.60
abnormal pos: x = 270, y = 366, cpnt = 2, average =  36.50
abnormal pos: x = 271, y = 366, cpnt = 0, average =  30.30
abnormal pos: x = 271, y = 366, cpnt = 1, average =  33.30
abnormal pos: x = 271, y = 366, cpnt = 2, average =  37.90
abnormal pos: x = 272, y = 366, cpnt = 0, average =  32.60
abnormal pos: x = 272, y = 366, cpnt = 1, average =  36.30
abnormal pos: x = 272, y = 366, cpnt = 2, average =  39.20
abnormal pos: x = 273, y = 366, cpnt = 0, average =  32.40
abnormal pos: x = 273, y = 366, cpnt = 1, average =  34.50
abnormal pos: x = 273, y = 366, cpnt = 2, average =  37.70
abnormal pos: x = 274, y = 366, cpnt = 0, average =  33.90
abnormal pos: x = 274, y = 366, cpnt = 1, average =  32.40
abnormal pos: x = 274, y = 366, cpnt = 2, average =  36.70
abnormal pos: x = 275, y = 366, cpnt = 1, average =  30.80
abnormal pos: x = 275, y = 366, cpnt = 2, average =  30.90
abnormal pos: x = 276, y = 366, cpnt = 1, average =  31.60
abnormal pos: x = 276, y = 366, cpnt = 2, average =  31.00
abnormal pos: x = 277, y = 366, cpnt = 1, average =  31.30
abnormal pos: x = 277, y = 366, cpnt = 2, average =  30.80
abnormal pos: x = 299, y = 366, cpnt = 2, average =  30.20
abnormal pos: x = 300, y = 366, cpnt = 2, average =  31.50
abnormal pos: x = 304, y = 366, cpnt = 1, average =  31.40
abnormal pos: x = 305, y = 366, cpnt = 1, average =  33.00
abnormal pos: x = 306, y = 366, cpnt = 1, average =  32.30
abnormal pos: x = 307, y = 366, cpnt = 1, average =  34.20
abnormal pos: x = 308, y = 366, cpnt = 1, average =  33.90
abnormal pos: x = 309, y = 366, cpnt = 1, average =  40.00
abnormal pos: x = 310, y = 366, cpnt = 1, average =  41.10
abnormal pos: x = 311, y = 366, cpnt = 1, average =  36.00
abnormal pos: x = 312, y = 366, cpnt = 1, average =  33.20
abnormal pos: x = 354, y = 366, cpnt = 1, average =  30.80
abnormal pos: x = 355, y = 366, cpnt = 1, average =  30.30
abnormal pos: x = 356, y = 366, cpnt = 0, average =  30.50
abnormal pos: x = 356, y = 366, cpnt = 1, average =  31.00
abnormal pos: x = 357, y = 366, cpnt = 1, average =  31.30
abnormal pos: x = 361, y = 366, cpnt = 0, average =  31.90
abnormal pos: x = 362, y = 366, cpnt = 0, average =  31.10
abnormal pos: x = 450, y = 366, cpnt = 2, average =  34.00
abnormal pos: x = 451, y = 366, cpnt = 2, average =  38.60
abnormal pos: x = 452, y = 366, cpnt = 2, average =  35.60
abnormal pos: x = 453, y = 366, cpnt = 2, average =  32.10
abnormal pos: x = 454, y = 366, cpnt = 2, average =  31.20
abnormal pos: x = 455, y = 366, cpnt = 0, average =  30.70
abnormal pos: x = 455, y = 366, cpnt = 2, average =  32.60
abnormal pos: x = 456, y = 366, cpnt = 0, average =  30.30
abnormal pos: x = 487, y = 366, cpnt = 2, average =  30.10
abnormal pos: x = 38, y = 367, cpnt = 0, average =  31.30
abnormal pos: x = 38, y = 367, cpnt = 1, average =  31.80
abnormal pos: x = 92, y = 367, cpnt = 2, average =  33.50
abnormal pos: x = 94, y = 367, cpnt = 2, average =  31.80
abnormal pos: x = 95, y = 367, cpnt = 2, average =  33.70
abnormal pos: x = 96, y = 367, cpnt = 2, average =  32.30
abnormal pos: x = 154, y = 367, cpnt = 0, average =  31.30
abnormal pos: x = 154, y = 367, cpnt = 1, average =  31.00
abnormal pos: x = 154, y = 367, cpnt = 2, average =  30.60
abnormal pos: x = 155, y = 367, cpnt = 0, average =  31.00
abnormal pos: x = 155, y = 367, cpnt = 2, average =  31.50
abnormal pos: x = 156, y = 367, cpnt = 0, average =  31.50
abnormal pos: x = 157, y = 367, cpnt = 0, average =  32.20
abnormal pos: x = 157, y = 367, cpnt = 1, average =  30.70
abnormal pos: x = 158, y = 367, cpnt = 0, average =  30.60
abnormal pos: x = 159, y = 367, cpnt = 0, average =  32.20
abnormal pos: x = 159, y = 367, cpnt = 2, average =  30.20
abnormal pos: x = 160, y = 367, cpnt = 2, average =  31.20
abnormal pos: x = 161, y = 367, cpnt = 2, average =  32.50
abnormal pos: x = 223, y = 367, cpnt = 2, average =  31.00
abnormal pos: x = 224, y = 367, cpnt = 2, average =  30.50
abnormal pos: x = 301, y = 367, cpnt = 0, average =  32.40
abnormal pos: x = 302, y = 367, cpnt = 0, average =  32.90
abnormal pos: x = 303, y = 367, cpnt = 0, average =  39.10
abnormal pos: x = 303, y = 367, cpnt = 1, average =  32.50
abnormal pos: x = 303, y = 367, cpnt = 2, average =  32.50
abnormal pos: x = 304, y = 367, cpnt = 0, average =  37.30
abnormal pos: x = 305, y = 367, cpnt = 0, average =  36.00
abnormal pos: x = 306, y = 367, cpnt = 0, average =  31.60
abnormal pos: x = 307, y = 367, cpnt = 0, average =  37.90
abnormal pos: x = 307, y = 367, cpnt = 1, average =  30.70
abnormal pos: x = 308, y = 367, cpnt = 0, average =  38.90
abnormal pos: x = 308, y = 367, cpnt = 1, average =  30.10
abnormal pos: x = 309, y = 367, cpnt = 0, average =  34.60
abnormal pos: x = 310, y = 367, cpnt = 0, average =  31.90
abnormal pos: x = 311, y = 367, cpnt = 0, average =  32.80
abnormal pos: x = 401, y = 367, cpnt = 2, average =  32.50
abnormal pos: x = 406, y = 367, cpnt = 0, average =  30.50
abnormal pos: x = 406, y = 367, cpnt = 1, average =  31.90
abnormal pos: x = 406, y = 367, cpnt = 2, average =  32.30
abnormal pos: x = 407, y = 367, cpnt = 0, average =  31.90
abnormal pos: x = 407, y = 367, cpnt = 1, average =  32.70
abnormal pos: x = 407, y = 367, cpnt = 2, average =  34.30
abnormal pos: x = 408, y = 367, cpnt = 0, average =  32.50
abnormal pos: x = 408, y = 367, cpnt = 1, average =  31.20
abnormal pos: x = 408, y = 367, cpnt = 2, average =  33.40
abnormal pos: x = 409, y = 367, cpnt = 0, average =  31.50
abnormal pos: x = 409, y = 367, cpnt = 1, average =  31.40
abnormal pos: x = 409, y = 367, cpnt = 2, average =  32.60
abnormal pos: x = 451, y = 367, cpnt = 2, average =  31.60
abnormal pos: x = 452, y = 367, cpnt = 2, average =  35.30
abnormal pos: x = 453, y = 367, cpnt = 2, average =  32.40
abnormal pos: x = 454, y = 367, cpnt = 2, average =  31.00
abnormal pos: x = 455, y = 367, cpnt = 2, average =  32.60
abnormal pos: x = 456, y = 367, cpnt = 2, average =  30.70
abnormal pos: x = 458, y = 367, cpnt = 2, average =  32.90
abnormal pos: x = 543, y = 367, cpnt = 1, average =  30.30
abnormal pos: x = 544, y = 367, cpnt = 1, average =  33.00
abnormal pos: x = 545, y = 367, cpnt = 1, average =  32.60
abnormal pos: x = 547, y = 367, cpnt = 0, average =  31.60
abnormal pos: x = 548, y = 367, cpnt = 0, average =  32.00
abnormal pos: x = 101, y = 368, cpnt = 1, average =  30.50
abnormal pos: x = 106, y = 368, cpnt = 0, average =  32.90
abnormal pos: x = 111, y = 368, cpnt = 1, average =  30.70
abnormal pos: x = 112, y = 368, cpnt = 1, average =  30.30
abnormal pos: x = 113, y = 368, cpnt = 1, average =  30.20
abnormal pos: x = 135, y = 368, cpnt = 1, average =  30.40
abnormal pos: x = 136, y = 368, cpnt = 1, average =  33.90
abnormal pos: x = 137, y = 368, cpnt = 1, average =  33.60
abnormal pos: x = 139, y = 368, cpnt = 1, average =  33.30
abnormal pos: x = 140, y = 368, cpnt = 1, average =  31.30
abnormal pos: x = 141, y = 368, cpnt = 2, average =  31.20
abnormal pos: x = 142, y = 368, cpnt = 2, average =  31.90
abnormal pos: x = 146, y = 368, cpnt = 2, average =  30.80
abnormal pos: x = 153, y = 368, cpnt = 1, average =  30.40
abnormal pos: x = 154, y = 368, cpnt = 1, average =  31.60
abnormal pos: x = 155, y = 368, cpnt = 1, average =  30.10
abnormal pos: x = 157, y = 368, cpnt = 1, average =  30.10
abnormal pos: x = 158, y = 368, cpnt = 1, average =  30.80
abnormal pos: x = 159, y = 368, cpnt = 1, average =  31.30
abnormal pos: x = 164, y = 368, cpnt = 2, average =  31.10
abnormal pos: x = 167, y = 368, cpnt = 2, average =  31.10
abnormal pos: x = 184, y = 368, cpnt = 1, average =  31.30
abnormal pos: x = 185, y = 368, cpnt = 1, average =  35.00
abnormal pos: x = 186, y = 368, cpnt = 1, average =  38.20
abnormal pos: x = 186, y = 368, cpnt = 2, average =  33.50
abnormal pos: x = 187, y = 368, cpnt = 1, average =  31.70
